VP #,Exp #,Block #,Trial #,# targets/trial,Target difficulty,Difficulty level easy target,Difficulty level difficult target,Gap location easy/shown target,Gap location difficult target,Reported gap location,# easy distractors,# difficult distractors,# all distractors,stim_1 x,stim_2 x,stim_3 x,stim_4 x,stim_5 x,stim_6 x,stim_7 x,stim_8 x,stim_9 x,stim_10 x,stim_1 y,stim_2 y,stim_3 y,stim_4 y,stim_5 y,stim_6 y,stim_7 y,stim_8 y,stim_9 y,stim_10 y,Cumulative timer,Hit,Score,Fixation error
3,1,1,14,1,1,9,7,1,,1,5,0,5,5.04,3.58,3.72,-3.8200000000000003,-5.14,-1.3,,,,,7.1000000000000005,-5.14,3.52,-2.2600000000000002,0.72,6.0600000000000005,,,,,53.867958783999995,1,0.16,
3,1,1,15,1,2,9,7,3,,4,0,0,0,1.18,,,,,,,,,,0.64,,,,,,,,,,55.94830083800002,0,0.14,
3,1,1,16,1,1,9,7,1,,1,7,0,7,2.2,0.38,3.54,3.5,-0.9,-4.96,6.2,-5.12,,,1.98,-1.62,-1.56,6.78,4.86,3.64,-4.5,-4.0600000000000005,,,57.86999082599999,1,0.16,
3,1,1,17,1,1,9,7,1,,1,4,0,4,5.82,4.08,-4.72,3.7,0.26,,,,,,-4.44,4.74,-4.5,1.58,3.5,,,,,,62.414597988000025,1,0.18,
3,1,1,18,1,2,9,7,2,,2,0,2,2,-1.94,-5.74,3.1,,,,,,,,1.1400000000000001,-2.58,-1.76,,,,,,,,66.16917896300004,1,0.2,
3,1,1,19,1,2,9,7,2,,2,0,8,8,4.24,-5.48,-2.7,4.5200000000000005,1.92,-5.24,0.22,0.8200000000000001,-5.84,,-5.3,7.1000000000000005,-3.74,-0.32,3.7800000000000002,-1.7,0.76,-3.1,3.9,,74.35737490700001,1,0.22,
3,1,1,20,1,1,9,7,3,,3,8,0,8,-0.44,6.28,-4.26,-4.42,-0.16,2.2600000000000002,1.96,5.38,-1.32,,6.92,4.74,-5.12,5.3,0.86,-3.96,4.5600000000000005,-0.98,-2.06,,77.95331978800004,1,0.24,
3,1,1,21,1,2,9,7,4,,4,0,6,6,-3.8000000000000003,-1.3,-3.16,1.34,3.24,-5.16,4.84,,,,0.64,-3.34,6.44,3.04,-4.76,-2.48,3.74,,,,85.80616378799999,1,0.26,
3,1,1,22,1,1,9,7,3,,3,3,0,3,4.5600000000000005,3.88,-1.2,-1.68,,,,,,,-0.5,6.34,0.68,4.8,,,,,,,88.77844285999998,1,0.28,
3,1,1,23,1,2,9,7,4,,4,0,6,6,-0.44,0.8200000000000001,3.2600000000000002,6.140000000000001,-0.4,-5.78,2.9,,,,-2.06,0.98,5.74,4.34,5.14,-4.0,-4.04,,,,91.26120281200002,1,0.3,
3,1,1,24,1,2,9,7,2,,1,0,3,3,4.82,5.9,-4.12,-4.92,,,,,,,4.5200000000000005,-2.92,4.88,-1.3800000000000001,,,,,,,93.08393979099998,0,0.28,
3,1,1,25,1,2,9,7,1,,2,0,5,5,0.88,2.68,-6.12,6.22,-2.58,-2.12,,,,,2.42,5.86,-1.94,-0.02,-2.04,5.0200000000000005,,,,,97.831088781,0,0.26,
3,1,1,26,1,2,9,7,4,,4,0,4,4,3.46,-3.94,4.58,-3.36,-0.64,,,,,,-2.2800000000000002,0.7000000000000001,4.86,5.9,-2.42,,,,,,99.415372849,1,0.28,
3,1,1,27,1,1,9,7,3,,3,2,0,2,4.04,-5.78,-3.88,,,,,,,,-2.7800000000000002,5.62,-0.76,,,,,,,,101.39155888600004,1,0.3,
3,1,1,28,1,2,9,7,2,,1,0,1,1,5.12,-5.08,,,,,,,,,-0.86,1.9000000000000001,,,,,,,,,103.207902908,0,0.28,
3,1,1,29,1,2,9,7,4,,4,0,4,4,-2.2800000000000002,5.44,0.54,-5.0200000000000005,5.08,,,,,,3.88,5.78,7.08,-5.5200000000000005,1.6400000000000001,,,,,,108.26335406300001,1,0.3,
3,1,1,30,1,1,9,7,1,,1,5,0,5,-3.7600000000000002,4.1,-0.98,6.24,-6.22,0.66,,,,,-0.1,5.74,3.7600000000000002,-5.16,4.34,-3.2600000000000002,,,,,109.942499876,1,0.32,
3,1,1,31,1,1,9,7,1,,1,7,0,7,-3.72,1.78,0.24,-5.98,-6.28,4.72,4.6000000000000005,-3.8200000000000003,,,2.18,6.3,0.46,-3.8000000000000003,4.0,-0.2,-4.1,6.38,,,117.55050396900003,1,0.34,
3,1,1,32,1,2,9,7,1,,1,0,7,7,5.7,4.42,-2.62,6.28,0.2,-3.92,3.52,-3.66,,,-4.64,-1.58,5.5,5.7,-0.6,-4.98,3.02,-1.32,,,120.02717900300001,1,0.36,
3,1,1,33,1,1,9,7,2,,2,0,0,0,0.22,,,,,,,,,,3.3000000000000003,,,,,,,,,,121.628872156,1,0.38,
3,1,1,34,1,1,9,7,3,,3,0,0,0,5.2,,,,,,,,,,1.78,,,,,,,,,,123.27569723099998,1,0.4,
3,1,1,35,1,1,9,7,3,,3,4,0,4,5.58,2.0,4.48,-0.7000000000000001,2.8000000000000003,,,,,,4.08,6.42,-4.72,-2.38,2.6,,,,,,127.46229219399999,1,0.42,
3,1,1,36,1,2,9,7,2,,2,0,8,8,6.12,4.76,-4.9,0.84,3.3200000000000003,6.28,-3.8200000000000003,1.26,-2.06,,-0.44,2.46,4.6000000000000005,5.54,-5.36,6.88,-2.7600000000000002,-0.9400000000000001,2.16,,132.096246243,1,0.44,
3,1,1,37,1,1,9,7,1,,1,3,0,3,-1.72,4.72,0.3,4.0600000000000005,,,,,,,4.88,6.5600000000000005,-0.22,1.26,,,,,,,3.701398134000044,1,0.02,
3,1,1,38,1,2,9,7,4,,4,0,1,1,-2.88,5.82,,,,,,,,,3.12,6.54,,,,,,,,,7.112796068000023,1,0.04,
3,1,1,39,1,1,9,7,4,,4,6,0,6,-2.8000000000000003,2.62,-5.22,-2.44,-1.6400000000000001,4.88,4.64,,,,-1.1400000000000001,-4.26,6.44,2.86,6.42,-1.78,5.76,,,,15.376816034,1,0.06,
3,1,1,40,1,2,9,7,1,,2,0,3,3,-1.04,-0.8,-2.38,1.48,,,,,,,-2.68,0.54,4.5,7.12,,,,,,,20.052112103000013,0,0.04,
3,1,1,41,1,1,9,7,2,,2,6,0,6,-1.58,6.0600000000000005,3.14,4.4,-2.38,2.92,-4.78,,,,-1.94,4.96,2.06,-3.84,2.52,6.96,0.14,,,,23.55288195600002,1,0.06,
3,1,1,42,1,1,9,7,3,,3,3,0,3,0.32,-1.6,4.88,4.0600000000000005,,,,,,,6.22,0.78,-4.12,1.58,,,,,,,26.015691042000014,1,0.08,
3,1,1,43,1,1,9,7,2,,2,2,0,2,4.62,-5.66,5.38,,,,,,,,2.86,-3.0,6.0200000000000005,,,,,,,,29.79498505600003,1,0.1,
3,1,1,44,1,1,9,7,3,,3,0,0,0,3.22,,,,,,,,,,1.96,,,,,,,,,,31.246659039999997,1,0.12,
3,1,1,45,1,1,9,7,4,,4,6,0,6,1.92,2.18,5.5600000000000005,-2.7600000000000002,-4.12,5.78,0.02,,,,7.12,3.44,4.4,6.140000000000001,-3.06,-3.72,-1.62,,,,33.857728003999966,1,0.14,
3,1,1,46,1,2,9,7,2,,2,0,5,5,5.9,-5.5200000000000005,0.9400000000000001,3.22,-1.04,-2.7600000000000002,,,,,-1.68,-0.68,2.88,6.08,-0.22,4.2,,,,,37.475311041,1,0.16,
3,1,1,47,1,2,9,7,1,,2,0,6,6,-6.2,1.56,-5.1000000000000005,5.86,2.2600000000000002,5.5200000000000005,-1.34,,,,1.3,6.12,-3.44,-4.62,2.72,-1.18,2.64,,,,43.48926401099999,0,0.14,
3,1,1,48,1,1,9,7,3,,3,5,0,5,1.62,-5.96,3.48,-3.72,-5.78,5.48,,,,,7.12,-2.46,-0.16,-0.08,7.04,6.68,,,,,50.86373996699996,1,0.16,
3,1,1,49,1,2,9,7,1,,1,0,8,8,-2.36,-1.44,-2.32,3.1,1.08,-5.22,4.5,-4.46,4.16,,-4.28,3.74,0.48,6.94,0.16,3.04,-5.38,-1.84,1.28,,60.426511049,1,0.18,
3,1,1,50,1,2,9,7,2,,2,0,7,7,5.78,3.4,-6.12,6.04,-2.22,-0.26,-5.8,-3.2600000000000002,,,2.2800000000000002,6.2,6.6000000000000005,-3.94,5.84,-0.46,-2.5,-5.28,,,63.222422123,1,0.2,
3,1,1,51,1,1,9,7,1,,1,2,0,2,-3.86,-0.5,2.7,,,,,,,,-1.18,1.28,5.0600000000000005,,,,,,,,66.58609008799999,1,0.22,
3,1,1,52,1,2,9,7,3,,3,0,8,8,4.86,1.2,5.34,-4.36,1.24,1.7,6.0200000000000005,4.48,-4.16,,-0.6,6.640000000000001,3.2,-5.46,3.2800000000000002,-0.38,6.94,-4.04,-2.1,,68.13063311599996,1,0.24,
3,1,1,53,1,1,9,7,1,,1,2,0,2,-3.0,0.12,5.42,,,,,,,,-2.12,2.06,3.86,,,,,,,,72.15777897800001,1,0.26,
3,1,1,54,1,1,9,7,1,,1,1,0,1,-5.04,1.92,,,,,,,,,4.8,3.7800000000000002,,,,,,,,,75.59435701400002,1,0.28,
3,1,1,55,1,1,9,7,4,,4,4,0,4,-1.26,6.26,2.32,-5.44,-2.3000000000000003,,,,,,0.36,0.04,2.74,0.38,5.86,,,,,,79.07707405100001,1,0.3,
3,1,1,56,1,2,9,7,4,,4,0,2,2,2.02,2.9,-6.32,,,,,,,,4.7,-1.34,5.32,,,,,,,,83.20674323999998,1,0.32,
3,1,1,57,1,2,9,7,3,,3,0,5,5,-5.16,1.48,-3.34,-3.38,-5.98,4.5200000000000005,,,,,-4.94,5.54,-1.8800000000000001,2.2,4.94,-3.12,,,,,87.20549225799999,1,0.34,
3,1,1,58,1,2,9,7,1,,1,0,7,7,6.24,-5.48,3.4,-6.18,-0.76,-1.08,3.64,2.86,,,-0.34,-2.7600000000000002,4.84,3.04,1.8,-2.66,-5.0600000000000005,1.6400000000000001,,,94.39314007800004,1,0.36,
3,1,1,59,1,2,9,7,4,,4,0,8,8,3.94,4.04,-2.08,-4.46,1.82,-5.12,-4.74,1.18,4.64,,1.8800000000000001,-5.32,-4.08,1.34,-2.88,-2.42,6.34,5.0600000000000005,6.88,,102.964195013,1,0.38,
3,1,1,60,1,2,9,7,3,,3,0,1,1,3.04,-4.44,,,,,,,,,-2.42,-0.74,,,,,,,,,106.67936801899998,1,0.4,
3,1,1,61,1,1,9,7,3,,3,5,0,5,-4.48,4.58,-3.98,-5.1000000000000005,0.28,4.36,,,,,-4.48,-1.94,6.22,-0.48,4.18,1.36,,,,,112.70611715300004,1,0.42,
3,1,1,62,1,2,9,7,1,,1,0,1,1,4.62,4.08,,,,,,,,,-3.52,1.92,,,,,,,,,115.40127706499999,1,0.44,
3,1,1,63,1,1,9,7,1,,1,5,0,5,-0.18,-2.16,4.0200000000000005,-5.94,-6.24,-0.26,,,,,2.02,-4.38,7.0,-2.02,4.4,7.0200000000000005,,,,,120.96836900699998,1,0.46,
3,1,1,64,1,2,9,7,2,,2,0,0,0,-0.8,,,,,,,,,,2.66,,,,,,,,,,122.66118788699998,1,0.48,
3,1,1,65,1,2,9,7,1,,1,0,3,3,2.44,3.0,-3.2,3.2800000000000002,,,,,,,-1.78,3.12,3.7,6.96,,,,,,,125.88934493100004,1,0.5,
3,1,1,66,1,1,9,7,2,,2,2,0,2,5.5600000000000005,6.0,1.28,,,,,,,,0.1,4.86,1.8,,,,,,,,127.35450196299996,1,0.52,
3,1,1,67,1,1,9,7,1,,1,1,0,1,5.76,4.86,,,,,,,,,5.1000000000000005,-2.7,,,,,,,,,129.22063207600002,1,0.54,
3,1,1,68,1,1,9,7,2,,2,4,0,4,-1.72,2.72,-3.7600000000000002,-3.66,1.12,,,,,,1.02,-2.72,3.7600000000000002,-2.4,3.64,,,,,,135.322752237,1,0.56,
3,1,1,69,1,1,9,7,4,,4,8,0,8,-3.04,-4.5600000000000005,6.18,3.7,-5.6000000000000005,4.66,4.86,-5.78,-0.84,,-4.44,1.78,0.68,-2.08,7.12,5.2,-5.0,-2.12,1.4000000000000001,,143.79183411600002,1,0.58,
3,1,1,70,1,1,9,7,3,,3,7,0,7,-3.06,-5.0200000000000005,-1.54,-3.04,2.74,3.94,5.98,1.1400000000000001,,,0.26,3.5,3.4,-3.52,-2.62,6.04,1.5,1.04,,,149.04947304700002,1,0.6,
3,1,1,71,1,2,9,7,3,,3,0,8,8,-5.76,6.32,1.12,6.26,2.7,-5.48,0.7000000000000001,-2.6,-1.5,,0.66,0.16,1.9000000000000001,4.86,-2.7600000000000002,-2.9,6.68,4.46,-0.7000000000000001,,150.647392988,1,0.62,
3,1,1,72,1,1,9,7,1,,1,5,0,5,5.26,0.48,-3.46,-3.7600000000000002,0.5,-4.1,,,,,-3.98,4.6000000000000005,6.98,3.48,1.36,-0.54,,,,,152.152971029,1,0.64,
3,1,1,73,1,2,9,7,2,,1,0,6,6,2.52,5.96,3.24,-6.140000000000001,0.68,-4.64,-1.76,,,,5.94,-2.34,0.54,-0.46,-1.34,4.24,6.82,,,,159.167838097,0,0.62,
3,1,1,74,1,1,9,7,2,,2,5,0,5,4.74,3.44,-4.7,0.0,-1.98,-6.28,,,,,2.08,-1.18,-4.0600000000000005,2.0,4.84,1.86,,,,,161.92764616,1,0.64,
3,1,1,75,1,2,9,7,1,,1,0,3,3,4.82,-1.22,3.24,1.68,,,,,,,3.22,1.12,-1.78,6.98,,,,,,,168.074841261,1,0.66,
3,1,1,76,1,1,9,7,3,,3,3,0,3,6.0600000000000005,-4.16,-0.92,-0.28,,,,,,,6.74,5.1000000000000005,4.1,-2.88,,,,,,,169.36286330200002,1,0.68,
3,1,1,77,1,1,9,7,2,,2,6,0,6,-3.96,0.64,3.5,-0.04,-3.94,4.4,5.28,,,,4.5200000000000005,3.9,1.04,-1.62,-1.2,-4.5600000000000005,5.68,,,,176.90180134800002,1,0.7,
3,1,1,78,1,2,9,7,2,,2,0,8,8,1.4000000000000001,-5.86,1.6400000000000001,5.5,-0.52,-5.4,-3.48,-1.1,2.66,,1.5,6.54,5.6000000000000005,-0.22,-2.32,3.18,-1.02,3.72,-3.9,,178.72289323799998,1,0.72,
3,1,1,79,1,2,9,7,4,,4,0,6,6,-1.72,-4.82,5.08,5.84,-3.56,-0.88,-5.34,,,,7.08,-5.0600000000000005,-1.9000000000000001,1.36,3.18,-0.6,-0.48,,,,185.105943203,1,0.74,
3,1,1,80,1,2,9,7,1,,1,0,3,3,2.0,-3.96,-5.5600000000000005,-5.54,,,,,,,-0.88,1.6600000000000001,-1.22,6.22,,,,,,,190.07608819,1,0.76,
3,1,1,81,1,1,9,7,1,,1,8,0,8,5.92,4.5600000000000005,-1.6400000000000001,2.56,3.6,-5.62,-2.9,-5.6000000000000005,1.12,,-4.94,-1.8,-3.3000000000000003,0.66,5.5600000000000005,0.18,2.14,5.46,3.6,,196.152734041,1,0.78,
3,1,1,82,1,1,9,7,2,,2,8,0,8,-5.36,4.48,2.48,-2.02,5.04,-0.84,-1.8,4.34,0.76,,-3.66,3.22,-4.48,6.16,6.4,0.54,-4.0200000000000005,-0.02,3.72,,202.993016958,1,0.8,
3,1,1,83,1,2,9,7,1,,1,0,0,0,-4.14,,,,,,,,,,-1.74,,,,,,,,,,204.739928961,1,0.82,
3,1,1,84,1,2,9,7,2,,2,0,4,4,-4.3,-2.0,4.4,-5.62,4.64,,,,,,6.78,2.34,2.12,3.4,-5.24,,,,,,206.52609396,1,0.84,
3,1,1,85,1,2,9,7,3,,3,0,0,0,-5.16,,,,,,,,,,-1.12,,,,,,,,,,208.023009062,1,0.86,
3,1,1,86,1,1,9,7,4,,4,7,0,7,5.76,2.7600000000000002,2.48,-3.54,-1.9000000000000001,-5.96,4.92,1.8,,,6.5600000000000005,0.4,6.86,-1.98,1.1,4.16,3.38,-3.96,,,209.30583214799998,1,0.88,
3,1,1,87,1,1,9,7,1,,2,8,0,8,1.0,1.36,5.1000000000000005,-5.92,4.96,-3.86,-3.54,-2.24,2.58,,-3.42,2.56,1.4000000000000001,4.16,5.44,-0.16,-3.7,3.58,-0.7000000000000001,,221.26909422900002,0,0.86,
3,1,1,88,1,2,9,7,1,,1,0,2,2,-4.44,0.8200000000000001,-2.0,,,,,,,,-0.4,-0.3,3.18,,,,,,,,224.563020229,1,0.88,
3,1,1,89,1,2,9,7,4,,4,0,7,7,-0.1,1.52,-4.32,4.78,-1.2,-5.64,-2.1,-5.24,,,-2.7600000000000002,5.0,-5.32,-2.74,6.82,-0.58,0.36,6.2,,,230.752057076,1,0.9,
3,1,1,90,1,1,9,7,4,,4,8,0,8,1.2,5.76,0.68,-3.44,-2.1,4.26,-4.44,-3.52,3.7800000000000002,,2.32,0.14,-2.66,6.16,3.0,-3.7,-0.18,-3.46,4.58,,237.58691191699998,1,0.92,
3,1,1,91,1,2,9,7,2,,2,0,4,4,-5.94,5.1000000000000005,2.8000000000000003,0.08,-1.1,,,,,,1.0,-1.24,1.1400000000000001,-1.22,2.96,,,,,,242.22001600299998,1,0.94,
3,1,1,92,1,2,9,7,4,,4,0,7,7,-5.4,0.36,4.28,0.52,-5.5,-3.08,-3.06,5.78,,,-4.24,5.18,3.3000000000000003,1.3,6.12,-1.84,2.8000000000000003,-4.28,,,245.515542984,1,0.96,
3,1,1,93,1,1,9,7,2,,2,1,0,1,0.88,2.44,,,,,,,,,-0.2,-3.24,,,,,,,,,247.09928607900002,1,0.98,
3,1,1,94,1,2,9,7,4,,4,0,4,4,2.7,-3.4,-6.0200000000000005,-3.62,0.64,,,,,,2.44,6.640000000000001,-2.2,2.7600000000000002,5.6000000000000005,,,,,,251.450647116,1,1.0,
3,1,1,95,1,1,9,7,1,,1,1,0,1,4.76,-2.9,,,,,,,,,4.24,3.62,,,,,,,,,253.419899225,1,1.02,
3,1,1,96,1,2,9,7,1,,1,0,0,0,1.6400000000000001,,,,,,,,,,5.46,,,,,,,,,,255.37826514199998,1,1.04,
3,1,1,97,1,1,9,7,2,,2,7,0,7,2.64,4.36,0.32,-6.1000000000000005,3.86,-4.5200000000000005,0.4,-3.66,,,2.22,-5.34,-1.08,-5.3,6.16,-0.22,5.22,3.42,,,261.046478987,1,1.06,
3,1,1,98,1,1,9,7,4,,4,0,0,0,-2.34,,,,,,,,,,3.86,,,,,,,,,,262.54732585,1,1.08,
3,1,1,99,1,1,9,7,4,,4,0,0,0,-0.7000000000000001,,,,,,,,,,5.94,,,,,,,,,,263.995455027,1,1.1,
3,1,1,100,1,1,9,7,3,,3,2,0,2,-6.04,-2.62,2.16,,,,,,,,0.96,-2.22,-4.1,,,,,,,,266.236078978,1,1.12,
3,1,1,101,1,2,9,7,2,,2,0,5,5,-0.64,2.02,3.7600000000000002,3.44,-5.24,-2.7800000000000002,,,,,6.16,-2.5,-5.16,3.72,1.5,-3.66,,,,,268.53044796,1,1.14,
3,1,1,102,1,1,9,7,1,,1,1,0,1,5.36,-1.56,,,,,,,,,-2.5,0.78,,,,,,,,,271.05745887800003,1,1.16,
3,1,1,103,1,1,9,7,1,,1,0,0,0,6.12,,,,,,,,,,6.24,,,,,,,,,,273.341688871,1,1.18,
3,1,1,104,1,2,9,7,2,,1,0,6,6,-3.3000000000000003,-4.7,-0.86,-2.02,-4.66,4.66,0.06,,,,-5.0,6.86,1.06,-1.92,1.6,5.34,4.96,,,,278.724170685,0,1.16,
3,1,1,105,1,1,9,7,1,,1,1,0,1,4.72,5.82,,,,,,,,,3.22,-1.96,,,,,,,,,280.324089766,1,1.18,
3,1,1,106,1,1,9,7,4,,4,5,0,5,6.32,-5.08,4.14,-2.64,-2.5,4.82,,,,,-1.22,-0.6,2.72,-3.2800000000000002,4.74,5.9,,,,,285.444451809,1,1.2,
3,1,1,107,1,1,9,7,2,,2,6,0,6,6.0,2.46,-0.22,-6.140000000000001,-5.74,-1.12,0.58,,,,-1.8,2.9,6.84,5.14,-1.18,1.9000000000000001,-2.02,,,,286.813605785,1,1.22,
3,1,1,108,1,1,9,7,4,,4,8,0,8,0.3,-6.16,-4.7,2.52,4.34,0.8200000000000001,6.140000000000001,-2.56,3.4,,-2.7800000000000002,-4.7,1.08,6.62,2.2800000000000002,2.66,6.98,6.98,-4.46,,288.95990777,1,1.24,
3,1,1,109,1,1,9,7,4,,4,6,0,6,-4.5,-3.58,-4.48,-0.58,3.2,6.1000000000000005,-0.44,,,,4.58,-0.24,-3.34,-3.14,-5.1000000000000005,0.02,4.42,,,,297.0967547894,1,1.26,
3,1,1,110,1,2,9,7,1,,1,0,7,7,3.7600000000000002,2.58,-4.5200000000000005,2.16,-4.9,-2.7600000000000002,-0.88,4.66,,,-4.54,5.68,6.22,-0.28,-3.1,3.42,6.12,1.62,,,301.0392789841,1,1.28,
3,1,1,111,1,1,9,7,2,,2,1,0,1,-0.44,1.18,,,,,,,,,6.08,-3.6,,,,,,,,,302.4167740345,1,1.3,
3,1,1,112,1,2,9,7,1,,1,0,5,5,-4.94,5.9,-0.5,3.22,-5.58,4.9,,,,,5.78,3.04,1.56,5.72,0.9,-1.8800000000000001,,,,,304.2171959877,1,1.32,
3,1,1,113,1,2,9,7,3,,3,0,4,4,2.5,-3.62,-5.12,6.28,-1.42,,,,,,-4.2,-2.98,6.46,-2.9,4.5600000000000005,,,,,,309.4743170738,1,1.34,
3,1,1,114,1,2,9,7,1,,1,0,2,2,-0.56,4.34,-3.96,,,,,,,,7.0200000000000005,-4.48,3.7800000000000002,,,,,,,,312.804762125,1,1.36,
3,1,1,115,1,2,9,7,3,,3,0,0,0,-1.32,,,,,,,,,,6.12,,,,,,,,,,314.4224281311,1,1.38,
3,1,1,116,1,2,9,7,4,,3,0,3,3,5.9,-5.5600000000000005,-6.3,-0.88,,,,,,,4.98,2.1,-2.44,-0.62,,,,,,,315.7732701302,0,1.36,
3,1,1,117,1,1,9,7,1,,1,2,0,2,5.0200000000000005,-0.98,4.72,,,,,,,,-3.36,1.1400000000000001,2.74,,,,,,,,319.4907801151,1,1.38,
3,1,1,118,1,1,9,7,4,,4,7,0,7,6.140000000000001,2.92,-0.2,-4.5600000000000005,3.66,3.3000000000000003,-5.2,-1.4000000000000001,,,5.76,-0.3,-2.46,-5.04,-4.62,3.52,-1.1400000000000001,4.46,,,326.2382142544,1,1.4,
3,1,1,119,1,2,9,7,2,,2,0,3,3,-3.8200000000000003,4.6000000000000005,6.3,1.9000000000000001,,,,,,,-2.14,-3.72,3.08,-0.18,,,,,,,328.5877270699,1,1.42,
3,1,1,120,1,1,9,7,4,,4,3,0,3,0.44,4.14,3.96,-2.08,,,,,,,-1.46,-4.5,0.66,6.28,,,,,,,333.2077338696,1,1.44,
3,1,1,121,1,2,9,7,1,,1,0,3,3,-2.7800000000000002,3.52,-6.2,3.96,,,,,,,4.44,0.86,3.44,6.16,,,,,,,338.6768817902,1,1.46,
3,1,1,122,1,1,9,7,3,,3,8,0,8,5.26,-3.46,-5.08,-1.68,5.6000000000000005,1.16,-6.24,1.76,-2.64,,7.0200000000000005,7.04,-0.22,4.14,1.68,5.86,5.28,0.42,-2.2600000000000002,,340.1407809258,1,1.48,
3,1,1,123,1,2,9,7,3,,4,0,8,8,2.06,-1.78,-5.38,-4.62,6.1000000000000005,2.02,3.68,6.18,-2.06,,6.82,0.8200000000000001,-2.1,2.2600000000000002,4.72,3.16,-0.66,-3.34,-2.4,,343.19920206070003,0,1.46,
3,1,1,124,1,2,9,7,1,,1,0,4,4,6.28,-4.66,-0.3,-4.92,2.44,,,,,,-2.94,-1.96,-0.44,2.32,1.58,,,,,,345.4590640068,1,1.48,
3,1,1,125,1,2,9,7,1,,1,0,4,4,-4.88,1.24,-1.34,-4.8,-0.96,,,,,,-1.58,5.3,3.38,5.5600000000000005,-2.86,,,,,,346.7620351315,1,1.5,
3,1,1,126,1,2,9,7,2,,2,0,3,3,-0.1,-3.54,5.24,6.26,,,,,,,5.16,-3.24,3.36,0.38,,,,,,,348.5638582706,1,1.52,
3,1,1,127,1,1,9,7,3,,3,5,0,5,2.82,1.12,-1.26,-5.88,5.22,5.66,,,,,-5.0,-0.16,3.22,5.66,2.6,-1.98,,,,,350.6827294827,1,1.54,
3,1,1,128,1,2,9,7,4,,4,0,1,1,-1.08,-1.92,,,,,,,,,-1.24,3.42,,,,,,,,,353.34354257580003,1,1.56,
3,1,1,129,1,2,9,7,2,,2,0,6,6,-6.2,3.44,5.48,1.02,-4.22,-0.04,-2.82,,,,-1.58,2.38,-4.58,7.0,4.0200000000000005,-3.4,-1.2,,,,358.0340516567,1,1.58,
3,1,1,130,1,1,9,7,2,,2,0,0,0,-0.38,,,,,,,,,,7.04,,,,,,,,,,360.2886855602,1,1.6,
